NAME,PLAYERID,TEAM_1,TEAM_2,WINS,LOSSES,SAVES,GAMES_PITCHED,GAMES_STARTED,INNINGS_PITCHED,STRIKEOUTS_PER_NINE_INNINGS,WALKS_PER_NINE_INNINGS,HOME_RUNS_PER_NINE_INNINGS,BABIP,LEFT_ON_BASE_PERCENT,GROUND_BALL_PERCENT,HOME_RUN_TO_FLY_BALL,EARNED_RUN_AVERAGE,FIELDING_INDEPENDENT_PITCHING,EXPECTED_FIELDING_INDEPENDENT_PITCHING,WINS_ABOVE_REPLACEMENT
Yordano Ventura,11855,KCA,NULL,0,1,0,3,3,15.1,6.46,3.52,1.76,0.227,87.8 %,48.9 %,17.6 %,3.52,5.33,4.3,-0.1
Greg Reynolds,5712,CIN,NULL,1,3,0,6,5,29.1,3.99,1.84,1.53,0.314,70.7 %,42.9 %,11.9 %,5.52,5.4,5.14,-0.1
Zach Phillips,99,MIA,NULL,0,1,0,3,0,1.2,5.4,16.2,0,0.429,83.3 %,66.7 %,0.0 %,5.4,7.25,8.89,-0.1
Zac Rosscup,9419,CHC,NULL,0,0,0,10,0,6.2,9.45,9.45,1.35,0.133,100.0 %,12.5 %,9.1 %,1.35,6.05,6.35,-0.1
Heath Bell,2080,ARI,NULL,5,2,15,69,0,65.2,9.87,2.19,1.64,0.337,82.7 %,43.0 %,18.5 %,4.11,4.1,3.08,-0.1
Ted Lilly,833,LAD,NULL,0,2,0,5,5,23,7.04,3.91,1.57,0.303,67.9 %,35.4 %,11.8 %,5.09,5.18,4.94,-0.1
Cory Burns,6620,TEX,NULL,1,0,0,10,0,11.1,3.97,5.56,0.79,0.275,86.0 %,34.1 %,4.5 %,3.18,5.43,6.94,-0.1
Anthony Recker,4063,NYM,NULL,0,0,0,1,0,1,0,9,9,0,0.0 %,0.0 %,25.0 %,18,19.05,11.51,-0.1
Jairo Asencio,3332,BAL,NULL,0,0,0,4,0,2.1,15.43,7.71,3.86,0.4,83.3 %,66.7 %,50.0 %,7.71,7.76,3.36,-0.1
Kyle Gibson,10123,MIN,NULL,2,4,0,10,10,51,5.12,3.53,1.24,0.35,66.5 %,50.3 %,13.5 %,6.53,5.17,4.77,-0.1
Chang-Yong Lim,14445,CHC,NULL,0,0,0,6,0,5,9,12.6,0,0.429,78.6 %,57.1 %,0.0 %,5.4,5.85,6.39,-0.1
Brandon Lyon,1312,NYM,NULL,2,2,0,37,0,34.1,6.03,3.41,0.79,0.351,69.5 %,38.7 %,7.3 %,4.98,3.98,4.48,-0.1
Brad Brach,6627,SDN,NULL,1,0,0,33,0,31,9,5.52,0.87,0.375,78.7 %,37.8 %,8.6 %,3.19,4.14,4.43,-0.1
Chia-Jen Lo,5440,HOU,NULL,0,3,2,19,0,19.1,7.45,6.05,0.93,0.226,74.4 %,37.7 %,9.5 %,4.19,4.75,4.89,-0.1
David Purcey,8360,CWS,NULL,1,1,0,24,0,25.1,8.17,6.04,0.71,0.246,88.1 %,40.0 %,6.5 %,2.13,4.51,5.15,-0.1
Jim Miller,7458,NYY,NULL,0,0,0,1,0,1.1,0,6.75,6.75,0.333,38.5 %,0.0 %,25.0 %,20.25,15.05,9.4,-0.1
Victor Marte,5158,STL,NULL,0,1,0,4,0,3,6,9,0,0.364,75.0 %,77.8 %,0.0 %,6,5.71,6.17,-0.1
Hiram Burgos,9412,MIL,NULL,1,2,0,6,6,29.1,5.52,3.38,1.53,0.32,63.6 %,40.0 %,10.4 %,6.44,5.37,5.39,-0.1
Michael Bowden,4440,CHC,NULL,1,3,0,34,0,37.2,5.5,3.58,0.72,0.254,69.9 %,30.6 %,6.1 %,4.3,4.3,5.04,-0.1
Matt Langwell,8130,- - -,NULL,1,0,0,13,0,14,7.71,4.5,1.29,0.275,71.4 %,33.3 %,12.5 %,5.14,4.9,4.61,-0.1
Rhiner Cruz,711,HOU,NULL,0,2,0,20,0,21.1,4.22,4.64,0.84,0.315,82.4 %,32.4 %,5.9 %,3.38,5.16,6.12,-0.1
Eduardo Sanchez,2966,CHC,NULL,0,1,0,4,0,6.1,7.11,7.11,1.42,0.222,69.8 %,23.5 %,10.0 %,5.68,5.89,5.99,-0.1
Erik Johnson,12520,CWS,NULL,3,2,0,5,5,27.2,5.86,3.58,1.63,0.29,75.7 %,46.4 %,14.7 %,3.25,5.4,4.73,-0.1
Kyle Drabek,4359,TOR,NULL,0,0,0,3,0,2.1,11.57,7.71,3.86,0.429,89.3 %,50.0 %,50.0 %,7.71,9.9,5.5,-0.1
Jared Hughes,9325,PIT,NULL,2,3,0,29,0,32,6.47,4.5,0.56,0.333,72.8 %,56.3 %,8.3 %,4.78,4.11,4.32,-0.1
Kevin Gregg,1793,CHC,NULL,2,6,33,62,0,62,8.13,4.65,0.87,0.27,77.3 %,36.6 %,8.6 %,3.48,4.1,4.38,-0.1
Nick Christiani,10332,CIN,NULL,0,0,0,3,0,4,2.25,4.5,2.25,0.091,100.0 %,41.7 %,16.7 %,2.25,8.05,6.85,-0.1
Jorge De Leon,5397,HOU,NULL,0,1,0,11,0,10,5.4,6.3,0.9,0.314,69.9 %,37.1 %,6.7 %,5.4,5.55,6.3,-0.1
Maikel Cleto,5529,STL,NULL,0,0,0,1,0,2.1,19.29,3.86,3.86,0.667,45.5 %,14.3 %,50.0 %,19.29,8.19,3.79,-0.1
Chaz Roe,9866,ARI,NULL,1,0,0,21,0,22.1,9.67,5.24,1.21,0.273,78.4 %,57.1 %,17.6 %,4.03,4.39,3.68,-0.1
Collin McHugh,7531,- - -,NULL,0,4,0,7,5,26,3.81,1.73,2.08,0.379,50.5 %,39.8 %,18.2 %,10.04,5.78,4.51,-0.1
Josh Roenicke,3241,MIN,NULL,3,1,1,63,0,62,6.53,5.23,0.87,0.294,75.3 %,41.1 %,6.9 %,4.35,4.64,5.3,-0.1
Hisanori Takahashi,10091,CHC,NULL,0,0,0,3,0,3,9,6,3,0.25,83.3 %,33.3 %,25.0 %,6,7.38,4.87,-0.1
Jose De La Torre,787,BOS,NULL,0,0,0,7,0,11.1,11.91,7.94,1.59,0.32,71.4 %,48.1 %,20.0 %,6.35,5.61,4.52,-0.1
Brad Boxberger,10133,SDN,NULL,0,1,1,18,0,22,9.82,5.32,1.23,0.296,82.7 %,42.3 %,14.3 %,2.86,4.41,3.94,-0.1
Scott Baker,6176,CHC,NULL,0,0,0,3,3,15,3.6,2.4,1.8,0.136,79.6 %,28.3 %,11.1 %,3.6,5.65,5.51,-0.1
Michael Belfiore,9324,BAL,NULL,0,0,0,1,0,1.1,0,6.75,13.5,0.25,100.0 %,33.3 %,66.7 %,13.5,24.8,8.37,-0.1
Sean Nolin,11341,TOR,NULL,0,1,0,1,1,1.1,0,6.75,6.75,0.667,30.3 %,30.0 %,25.0 %,40.5,15.05,9.4,-0.1
Chien-Ming Wang,2074,TOR,NULL,1,2,0,6,6,27,4.67,3,1.67,0.368,59.5 %,58.0 %,23.8 %,7.67,5.42,4.07,-0.1
Andrew Bailey,1368,BOS,NULL,3,1,8,30,0,28.2,12.24,3.77,2.2,0.276,91.3 %,22.2 %,20.6 %,3.77,4.76,3.2,-0.1
John Maine,4773,MIA,NULL,0,0,0,4,0,7.1,8.59,6.14,2.45,0.5,58.1 %,44.4 %,25.0 %,12.27,6.73,4.67,-0.1
Onelki Garcia,13674,LAD,NULL,0,0,0,3,0,1.1,6.75,27,6.75,0,83.3 %,75.0 %,100.0 %,13.5,20.3,11.57,-0.1
Brandon Morrow,9346,TOR,NULL,2,3,0,10,10,54.1,6.96,2.98,1.99,0.302,66.0 %,37.0 %,15.6 %,5.63,5.42,4.49,-0.1
Casper Wells,9700,- - -,NULL,0,1,0,2,0,1.2,5.4,21.6,0,0.429,28.6 %,28.6 %,0.0 %,27,9.05,10.69,-0.2
Anthony Bass,7982,SDN,NULL,0,0,0,24,0,42,6.64,4.29,0.86,0.341,68.8 %,45.0 %,10.3 %,5.36,4.24,4.27,-0.2
Chris Leroux,7645,PIT,NULL,0,0,0,2,0,4,6.75,13.5,2.25,0.273,81.4 %,66.7 %,100.0 %,6.75,9.3,6.39,-0.2
Pedro Figueroa,6616,OAK,NULL,0,0,0,5,0,3,9,9,6,0.4,80.7 %,50.0 %,66.7 %,12,12.71,5.41,-0.2
Hideki Okajima,7763,OAK,NULL,0,0,0,5,0,4,2.25,4.5,2.25,0.353,100.0 %,35.3 %,20.0 %,2.25,7.3,5.76,-0.2
Jose Alvarez,5358,DET,NULL,1,5,0,14,6,38.2,7.22,3.72,1.63,0.302,67.7 %,40.3 %,15.9 %,5.82,5.19,4.4,-0.2
Brooks Raley,10061,CHC,NULL,0,0,0,9,0,14,9,5.14,1.29,0.257,65.9 %,47.2 %,22.2 %,5.14,5.05,4.07,-0.2
Rubby de la Rosa,3862,BOS,NULL,0,2,0,11,0,11.1,4.76,1.59,1.59,0.325,75.6 %,47.6 %,12.5 %,5.56,5.61,5.24,-0.2
Jose Ortega,9651,DET,NULL,0,2,0,11,0,11.2,7.71,4.63,1.54,0.242,84.5 %,47.1 %,16.7 %,3.86,5.36,4.54,-0.2
Cory Gearrin,7947,ATL,NULL,2,1,1,37,0,31,6.68,4.65,0.58,0.318,78.4 %,50.6 %,9.5 %,3.77,4.34,4.42,-0.2
Tommy Layne,7501,SDN,NULL,0,2,0,14,0,8.2,6.23,5.19,1.04,0.36,83.3 %,52.0 %,16.7 %,2.08,5.59,5.03,-0.2
Thad Weber,8036,- - -,NULL,0,1,0,8,0,15,6,4.8,1.2,0.244,87.2 %,53.5 %,18.2 %,2.4,5.05,4.32,-0.2
Jose Contreras,1660,PIT,NULL,0,0,0,7,0,5,9,10.8,1.8,0.375,69.0 %,56.3 %,33.3 %,9,7.25,5.47,-0.2
Jeff Manship,6865,COL,NULL,0,5,0,11,4,30.2,5.28,3.52,1.76,0.301,59.1 %,45.4 %,19.4 %,7.04,5.59,4.43,-0.2
Shairon Martis,6781,MIN,NULL,0,1,0,6,0,9.2,6.52,3.72,2.79,0.12,69.0 %,39.3 %,25.0 %,5.59,6.88,4.54,-0.2
Nick Hagadone,1351,CLE,NULL,0,1,0,36,0,31.1,8.62,6.03,1.15,0.256,60.9 %,38.0 %,11.4 %,5.46,4.8,4.67,-0.2
Scott Barnes,8718,CLE,NULL,0,1,1,6,0,8.2,10.38,3.12,3.12,0.25,68.2 %,47.8 %,33.3 %,7.27,6.97,3.89,-0.2
Derek Lowe,199,TEX,NULL,1,0,0,9,0,13,5.54,2.08,2.08,0.317,47.6 %,55.8 %,25.0 %,9,5.97,4.23,-0.2
Tim Byrdak,1995,NYM,NULL,0,0,0,8,0,4.2,5.79,3.86,3.86,0.214,71.4 %,37.5 %,22.2 %,7.71,8.62,5.68,-0.2
Pat Neshek,4682,OAK,NULL,2,1,0,45,0,40.1,6.47,3.35,1.34,0.268,81.6 %,33.3 %,9.5 %,3.35,4.66,4.86,-0.2
Brandon Maurer,4878,SEA,NULL,5,8,0,22,14,90,7,2.7,1.6,0.346,65.0 %,44.1 %,14.7 %,6.3,4.9,4.25,-0.2
Daniel Stange,9404,LAA,NULL,0,1,0,3,0,1.2,5.4,10.8,5.4,0.2,38.5 %,33.3 %,33.3 %,16.2,13.25,7.91,-0.2
Philip Humber,8586,HOU,NULL,0,8,0,17,7,54.2,5.93,3.29,1.48,0.342,57.6 %,43.7 %,13.0 %,7.9,5.02,4.61,-0.2
Mike Zagurski,9683,- - -,NULL,0,0,0,7,0,6.1,7.11,11.37,1.42,0.417,45.9 %,52.2 %,16.7 %,17.05,8.26,7.5,-0.2
Zeke Spruill,3873,ARI,NULL,0,2,0,6,2,11.1,7.15,3.97,2.38,0.378,63.8 %,39.5 %,20.0 %,5.56,6.49,4.86,-0.2
Liam Hendriks,3548,MIN,NULL,1,3,0,10,8,47.1,6.46,2.66,1.9,0.35,64.3 %,36.6 %,13.9 %,6.85,5.44,4.77,-0.2
Dave Bush,4635,TOR,NULL,0,0,0,1,0,3,3,3,12,0.111,100.0 %,23.1 %,50.0 %,15,20.71,7.02,-0.2
Yunesky Maya,11420,WSH,NULL,0,1,0,1,0,0.1,0,0,27,0.5,0.0 %,0.0 %,100.0 %,54,42.05,7.15,-0.2
Clayton Mortensen,3166,BOS,NULL,1,2,0,24,0,30.1,6.23,4.75,0.89,0.296,68.4 %,45.5 %,9.1 %,5.34,4.83,5.03,-0.2
Jeremy Bonderman,1667,- - -,NULL,2,4,0,18,7,55,5.24,4.42,1.15,0.287,66.1 %,41.0 %,10.3 %,5.4,5.12,5.16,-0.2
Josh Wall,4436,LAD,NULL,0,1,0,6,0,7,9,7.71,2.57,0.517,44.6 %,37.9 %,20.0 %,18,7.33,5.57,-0.2
Blake Beavan,338,SEA,NULL,0,2,0,12,2,39.2,6.13,1.82,1.82,0.292,63.9 %,38.0 %,14.0 %,6.13,4.99,4.33,-0.2
Brett Marshall,5364,NYY,NULL,0,0,0,3,0,12,5.25,5.25,2.25,0.278,89.3 %,51.3 %,21.4 %,4.5,7.13,5.48,-0.2
Jeremy Horst,596,PHI,NULL,0,2,0,28,0,26,7.27,4.15,1.38,0.369,69.1 %,36.0 %,9.5 %,6.23,5.05,5.25,-0.2
Vance Worley,6435,MIN,NULL,1,5,0,10,10,48.2,4.62,2.77,1.66,0.401,65.2 %,47.1 %,15.5 %,7.21,5.53,4.76,-0.2
George Kontos,9486,SFN,NULL,2,2,0,52,0,55.1,7.64,2.93,1.14,0.323,71.2 %,38.1 %,11.3 %,4.39,4.08,3.96,-0.2
Sean Henn,2147,NYM,NULL,0,1,0,4,0,2.2,3.38,10.13,3.38,0.25,100.0 %,33.3 %,25.0 %,3.38,10.55,7.72,-0.2
Edgar Olmos,10174,MIA,NULL,0,1,0,5,0,5,3.6,5.4,3.6,0.294,13.9 %,50.0 %,28.6 %,7.2,9.25,5.96,-0.3
Kyle McClellan,4845,TEX,NULL,0,1,0,7,0,9.1,2.89,4.82,1.93,0.172,49.0 %,32.3 %,14.3 %,7.71,7.12,6.38,-0.3
Tony Sipp,8280,ARI,NULL,3,2,0,56,0,37.2,10.04,5.26,1.43,0.284,73.6 %,26.0 %,10.0 %,4.78,4.88,4.99,-0.3
David Carpenter,9244,LAA,NULL,0,0,0,1,0,0.1,27,54,27,1,0.0 %,50.0 %,100.0 %,108,54.05,19.15,-0.3
Hector Rondon,2391,CHC,NULL,2,1,0,45,0,54.2,7.24,4.12,0.99,0.28,71.2 %,43.4 %,10.3 %,4.77,4.4,4.42,-0.3
Rob Scahill,9286,COL,NULL,1,0,0,23,0,33.1,5.4,2.43,1.35,0.315,73.9 %,46.8 %,15.2 %,5.13,4.97,4.37,-0.3
Michael Kohn,8505,LAA,NULL,1,4,0,63,0,53,8.83,4.75,1.19,0.248,80.7 %,23.1 %,8.8 %,3.74,4.56,4.9,-0.3
Sam Dyson,11710,MIA,NULL,0,2,0,5,1,11,4.09,4.09,1.64,0.341,52.1 %,69.0 %,18.2 %,9,6.14,5.14,-0.3
Ricky Romero,3403,TOR,NULL,0,2,0,4,2,7.1,6.14,9.82,2.45,0.375,64.0 %,50.0 %,28.6 %,11.05,8.91,6.67,-0.3
Eric Surkamp,2540,SFN,NULL,0,1,0,1,1,2.2,0,0,6.75,0.5,48.8 %,18.8 %,22.2 %,23.62,15.05,9.91,-0.3
Tyler Robertson,3223,MIN,NULL,0,0,0,2,0,1,18,0,9,0,100.0 %,50.0 %,100.0 %,9,12.05,0.41,-0.3
Aaron Crow,10149,KCA,NULL,7,5,1,57,0,48,8.25,4.13,1.13,0.316,83.6 %,49.3 %,14.0 %,3.38,4.34,3.94,-0.3
Cole DeVries,8201,MIN,NULL,0,2,0,4,2,15,7.2,5.4,3.6,0.327,57.5 %,23.6 %,18.2 %,10.8,8.45,6.25,-0.3
Freddy Garcia,1077,- - -,NULL,4,7,0,17,13,80.1,5.15,1.9,2.02,0.261,80.5 %,43.4 %,21.4 %,4.37,5.49,4,-0.3
Donovan Hand,8728,MIL,NULL,1,5,0,31,7,68.1,4.87,2.77,1.32,0.286,81.9 %,46.8 %,13.7 %,3.69,5.01,4.57,-0.3
Brayan Villarreal,5180,- - -,NULL,0,2,0,8,0,4.1,12.46,18.69,2.08,0.538,44.9 %,46.2 %,16.7 %,20.77,9.51,8.4,-0.3
Jake Dunning,10803,SFN,NULL,0,2,0,29,0,25.1,5.68,3.91,0.71,0.25,83.3 %,54.1 %,14.3 %,2.84,4.47,4.2,-0.3
Colt Hynes,7560,SDN,NULL,0,0,0,22,0,17,6.88,4.76,1.59,0.379,58.4 %,45.9 %,13.6 %,9,5.58,5.05,-0.3
Scott Diamond,5089,MIN,NULL,6,13,0,24,24,131,3.57,2.47,1.44,0.305,65.7 %,46.9 %,13.6 %,5.43,5.19,4.71,-0.3
Edgmer Escalona,8574,COL,NULL,1,4,0,37,0,46,6.65,2.74,1.57,0.299,63.4 %,40.5 %,12.7 %,5.67,4.87,4.48,-0.3
Jeurys Familia,5114,NYM,NULL,0,0,1,9,0,10.2,6.75,7.59,1.69,0.303,87.9 %,51.5 %,18.2 %,4.22,6.52,5.49,-0.3
Barry Enright,2412,LAA,NULL,0,2,0,4,2,8.1,6.48,7.56,2.16,0.357,43.2 %,26.7 %,18.2 %,12.96,7.25,5.93,-0.3
Mark Lowe,7416,LAA,NULL,1,0,0,11,0,11.2,5.4,8.49,0.77,0.27,48.5 %,37.1 %,6.3 %,9.26,5.79,6.55,-0.3
Chance Ruffin,11745,SEA,NULL,0,2,0,9,0,9.2,13.97,4.66,2.79,0.458,65.5 %,37.0 %,33.3 %,8.38,6.15,3.39,-0.3
Charlie Leesman,9124,CWS,NULL,0,0,0,8,1,15.1,7.63,9.39,1.17,0.311,62.9 %,57.4 %,22.2 %,7.04,6.37,5.48,-0.3
Deunte Heath,7371,CWS,NULL,0,0,0,5,0,7.2,3.52,14.09,2.35,0.25,58.1 %,40.0 %,18.2 %,11.74,10.35,8.92,-0.3
Ian Krol,10066,WSH,NULL,2,1,0,32,0,27.1,7.24,2.63,1.65,0.28,82.8 %,38.8 %,14.3 %,3.95,4.69,4.07,-0.3
Drew Pomeranz,11426,COL,NULL,0,4,0,8,4,21.2,7.89,7.89,1.66,0.339,76.1 %,50.8 %,19.0 %,6.23,6.46,5.39,-0.3
John Axford,9059,- - -,NULL,7,7,0,75,0,65,9,3.6,1.38,0.339,79.3 %,45.3 %,17.2 %,4.02,4.34,3.56,-0.3
David Hernandez,4259,ARI,NULL,5,6,2,62,0,62.1,9.53,3.47,1.44,0.252,70.3 %,31.5 %,12.8 %,4.48,4.36,3.99,-0.3
Burch Smith,12784,SDN,NULL,1,3,0,10,7,36.1,11.39,5.2,2.23,0.33,71.7 %,27.3 %,18.4 %,6.44,5.47,4.09,-0.3
Ramon Ramirez,7986,SFN,NULL,0,0,0,6,0,5.2,0,7.94,3.18,0.318,53.6 %,43.5 %,22.2 %,11.12,10.28,7.86,-0.3
Michael Blazek,9654,- - -,NULL,0,1,0,18,0,17.1,7.27,6.75,1.56,0.245,69.8 %,43.6 %,12.0 %,5.71,6.11,5.83,-0.3
Jonathan Broxton,4759,CIN,NULL,2,2,0,34,0,30.2,7.34,3.52,1.17,0.261,69.5 %,46.2 %,11.8 %,4.11,4.68,4.5,-0.3
Trevor Bauer,12703,CLE,NULL,1,2,0,4,4,17,5.82,8.47,1.59,0.24,75.5 %,35.3 %,13.0 %,5.29,7.05,6.6,-0.3
Nick Maronde,12530,LAA,NULL,0,0,0,10,0,5.1,8.44,13.5,1.69,0.214,56.6 %,46.7 %,25.0 %,6.75,8.11,6.7,-0.3
Ramon Troncoso,4685,CWS,NULL,1,4,0,29,0,30,5.4,4.8,1.2,0.265,60.4 %,51.0 %,13.3 %,4.5,5.28,4.91,-0.3
Josh Fields,5070,HOU,NULL,1,3,5,41,0,38,9.47,4.26,1.89,0.245,74.1 %,37.4 %,15.7 %,4.97,5.1,4.2,-0.3
Chad Durbin,1442,PHI,NULL,1,0,0,16,0,16,9,5.06,2.25,0.404,59.9 %,45.5 %,20.0 %,9,5.99,4.44,-0.3
Chris Resop,3799,OAK,NULL,1,1,0,18,0,18,6.5,5,1.5,0.322,70.5 %,41.9 %,15.0 %,6,5.77,5.12,-0.3
Brian Flynn,12027,MIA,NULL,0,2,0,4,4,18,7.5,6.5,2,0.411,66.9 %,37.9 %,23.5 %,8.5,6.44,4.84,-0.3
Pedro Villarreal,9904,CIN,NULL,0,1,0,2,1,5.2,6.35,4.76,6.35,0.429,76.9 %,28.0 %,33.3 %,12.71,12.4,6.12,-0.3
Ethan Martin,3877,PHI,NULL,2,5,0,15,8,40,10.58,5.85,2.03,0.308,74.5 %,30.7 %,17.0 %,6.08,5.65,4.53,-0.3
Mike Adams,1937,PHI,NULL,1,4,0,28,0,25,8.28,3.96,1.8,0.269,85.7 %,54.9 %,23.8 %,3.96,5.25,3.8,-0.3
Peter Moylan,4891,LAD,NULL,1,0,0,14,0,15.1,3.52,4.11,1.76,0.37,73.6 %,28.1 %,12.0 %,6.46,6.18,5.86,-0.4
Pedro Hernandez,4578,MIN,NULL,3,3,0,14,12,56.2,4.61,3.65,1.59,0.348,67.4 %,39.9 %,12.5 %,6.83,5.54,5.17,-0.4
Zach Miner,3193,PHI,NULL,0,2,0,16,3,28.2,6.28,5.34,1.26,0.322,81.9 %,48.9 %,14.3 %,4.4,5.45,4.98,-0.4
Carter Capps,12803,SEA,NULL,3,3,0,53,0,59,10.07,3.51,1.83,0.365,75.1 %,40.1 %,18.8 %,5.49,4.73,3.56,-0.4
Alfredo Figaro,8404,MIL,NULL,3,3,1,33,5,74,6.57,1.82,1.82,0.268,72.2 %,48.7 %,19.7 %,4.14,4.87,3.64,-0.4
Brad Lincoln,4241,TOR,NULL,1,2,0,22,0,31.2,7.11,6.25,1.14,0.255,76.0 %,37.2 %,8.3 %,3.98,5.48,5.91,-0.4
Luis Garcia,6984,PHI,NULL,1,1,0,24,0,31.1,6.61,6.61,0.86,0.273,76.9 %,56.2 %,12.5 %,3.73,5.12,4.92,-0.4
Henry Rodriguez,6371,- - -,NULL,0,1,0,22,0,22,4.91,8.18,0.82,0.247,76.5 %,43.2 %,9.1 %,4.09,6.14,6.32,-0.4
Vinnie Pestano,4782,CLE,NULL,1,2,6,37,0,35.1,9.42,5.35,1.53,0.33,81.0 %,35.0 %,13.6 %,4.08,5.03,4.52,-0.4
Dylan Axelrod,9303,CWS,NULL,4,11,0,30,20,128.1,5.12,3.02,1.68,0.33,69.8 %,40.3 %,13.4 %,5.68,5.44,4.91,-0.4
Nathan Karns,12638,WSH,NULL,0,1,0,3,3,12,8.25,4.5,3.75,0.316,76.5 %,35.7 %,35.7 %,7.5,8.38,4.56,-0.4
Eury De la Rosa,4055,ARI,NULL,0,1,0,19,0,14.2,9.82,3.07,3.07,0.222,45.5 %,37.5 %,23.8 %,7.36,6.32,3.84,-0.4
Billy Buckner,8253,LAA,NULL,1,0,0,7,2,17.1,3.63,3.63,2.6,0.226,88.9 %,35.1 %,20.0 %,4.67,7.37,5.6,-0.4
Barry Zito,944,SFN,NULL,5,11,0,30,25,133.1,5.8,3.64,1.28,0.346,67.0 %,36.3 %,11.1 %,5.74,4.92,4.81,-0.5
Andre Rienzo,3507,CWS,NULL,2,3,0,10,10,56,6.11,4.5,1.77,0.257,73.3 %,47.8 %,18.3 %,4.82,5.85,4.76,-0.5
Allen Webster,3993,BOS,NULL,1,2,0,8,7,30.1,6.82,5.34,2.08,0.316,57.2 %,43.1 %,18.9 %,8.6,6.51,5.18,-0.5
Jeremy Affeldt,583,SFN,NULL,1,5,0,39,0,33.2,5.61,4.54,0.53,0.245,75.2 %,54.5 %,10.0 %,3.74,4.44,4.48,-0.5
Ryan Vogelsong,1011,SFN,NULL,4,6,0,19,19,103.2,5.82,3.3,1.3,0.32,64.6 %,40.9 %,13.4 %,5.73,4.91,4.5,-0.5
Michael Gonzalez,1794,MIL,NULL,0,3,0,75,0,50,10.8,4.5,1.8,0.348,80.3 %,32.9 %,16.9 %,4.68,4.87,3.88,-0.5
Cory Rasmus,2413,- - -,NULL,1,1,0,19,0,21.2,8.31,5.4,2.49,0.281,76.9 %,30.4 %,17.1 %,5.4,6.6,5.21,-0.5
Joe Blanton,4849,LAA,NULL,2,14,0,28,20,132.2,7.33,2.31,1.97,0.346,68.8 %,44.3 %,19.1 %,6.04,5.12,3.84,-0.5
Guillermo Moscoso,5106,SFN,NULL,2,2,0,13,2,30,9.3,6.3,1.5,0.221,73.0 %,13.7 %,10.0 %,5.1,5.55,5.66,-0.5
Ramon Ortiz,27,TOR,NULL,1,2,0,7,4,25.1,2.84,3.91,2.49,0.3,80.1 %,39.6 %,17.5 %,6.04,7.43,5.99,-0.5
Mike Kickham,11618,SFN,NULL,0,3,0,12,3,28.1,9.21,3.18,2.54,0.392,49.1 %,44.7 %,30.8 %,10.16,5.73,3.31,-0.5
Mike Fiers,7754,MIL,NULL,1,4,0,11,3,22.1,6.04,2.42,3.22,0.27,61.4 %,35.0 %,25.8 %,7.25,7.17,4.41,-0.5
David Aardsma,1902,NYM,NULL,2,2,0,43,0,39.2,8.17,4.31,1.59,0.286,80.5 %,32.8 %,14.6 %,4.31,5.27,4.63,-0.6
Jose Valverde,1726,DET,NULL,0,1,9,20,0,19.1,8.84,2.79,2.79,0.235,79.6 %,40.4 %,24.0 %,5.59,6.36,4.09,-0.6
Edgar Gonzalez,1727,- - -,NULL,0,1,0,8,0,18,5.5,4,3,0.328,71.4 %,28.4 %,21.4 %,7.5,7.66,5.45,-0.6
Alfredo Aceves,5164,BOS,NULL,4,1,0,11,6,37,5.84,5.35,1.95,0.296,81.4 %,46.3 %,20.0 %,4.86,6.35,5.01,-0.6
Joba Chamberlain,2692,NYY,NULL,2,1,1,45,0,42,8.14,5.57,1.71,0.312,81.2 %,41.5 %,18.2 %,4.93,5.64,4.6,-0.6
JC Ramirez,8302,PHI,NULL,0,1,0,18,0,24,6,5.63,2.25,0.304,62.8 %,38.6 %,18.2 %,7.5,6.84,5.47,-0.6
Brett Myers,962,CLE,NULL,0,3,0,4,3,21.1,5.06,2.11,4.22,0.271,75.0 %,38.5 %,29.4 %,8.02,8.72,4.8,-0.6
Jonathan Sanchez,7507,PIT,NULL,0,3,0,5,4,13.2,9.88,5.27,4.61,0.419,67.5 %,39.6 %,36.8 %,11.85,9.71,4.95,-0.6
Johnny Hellweg,10065,MIL,NULL,1,4,0,8,7,30.2,2.64,7.63,0.88,0.319,63.0 %,55.2 %,13.0 %,6.75,7.06,6.81,-0.6
Matt Magill,3950,LAD,NULL,0,2,0,6,6,27.2,8.46,9.11,1.95,0.276,65.1 %,43.0 %,17.1 %,6.51,7.13,6.04,-0.7
Roy Halladay,1303,PHI,NULL,4,5,0,13,13,62,7.4,5.23,1.74,0.249,63.0 %,40.7 %,17.9 %,6.82,6.14,5.1,-0.7
Joel Hanrahan,2186,BOS,NULL,0,1,4,9,0,7.1,6.14,7.36,4.91,0.273,76.9 %,36.0 %,28.6 %,9.82,11.23,6.75,-0.7
Carlos Marmol,2790,- - -,NULL,2,4,2,52,0,49,10.84,7.35,1.29,0.287,78.2 %,37.6 %,16.3 %,4.41,5.19,4.53,-0.7
Alex Sanabia,5350,MIA,NULL,3,7,0,10,10,55.1,5.04,4.07,1.63,0.326,77.4 %,38.8 %,13.7 %,4.88,5.85,5.3,-0.7
Brandon League,3731,LAD,NULL,6,4,14,58,0,54.1,4.64,2.48,1.33,0.313,66.0 %,59.8 %,19.0 %,5.3,4.93,4.07,-0.7
Hector Ambriz,559,HOU,NULL,2,4,2,43,0,36.1,6.69,3.47,1.98,0.347,68.8 %,46.5 %,18.6 %,5.7,5.66,4.42,-0.8
